image_a,species,individual_id,image_b,label
ebc7e212d6e505.jpg,humpback_whale,bba489ffa50e,78e86b8d75b888.jpg,0
c43c534a46e2fb.jpg,spotted_dolphin,7031d78381ff,c43c534a46e2fb.jpg,1
c43c534a46e2fb.jpg,spotted_dolphin,7031d78381ff,06770c76c271b3.jpg,0
b805d6e5327ce0.jpg,dusky_dolphin,0ca557e00923,b805d6e5327ce0.jpg,1
b805d6e5327ce0.jpg,dusky_dolphin,0ca557e00923,01a9fa70e24958.jpg,0
2ad0de39909ff4.jpg,beluga,5f8418ccc303,2ad0de39909ff4.jpg,1
51c187ea530479.jpg,beluga,5f8418ccc303,a1126676268243.jpg,1
9339ac6c2f8b1a.jpg,beluga,5f8418ccc303,ac4d9d71bff123.jpg,1
a1126676268243.jpg,beluga,5f8418ccc303,51c187ea530479.jpg,1
ac4d9d71bff123.jpg,beluga,5f8418ccc303,9339ac6c2f8b1a.jpg,1
2ad0de39909ff4.jpg,beluga,5f8418ccc303,f40f687c1775f6.jpg,0
51c187ea530479.jpg,beluga,5f8418ccc303,f291bf60517bde.jpg,0
9339ac6c2f8b1a.jpg,beluga,5f8418ccc303,cd62863deb1c70.jpg,0
a1126676268243.jpg,beluga,5f8418ccc303,1ce503a1f4963c.jpg,0
ac4d9d71bff123.jpg,beluga,5f8418ccc303,e73ee469fbdab8.jpg,0
3d2745a34452e3.jpg,blue_whale,78ecf89923a0,3d2745a34452e3.jpg,1
b663ea58e36269.jpg,blue_whale,78ecf89923a0,b663ea58e36269.jpg,1
3d2745a34452e3.jpg,blue_whale,78ecf89923a0,16d00cfc54e4e4.jpg,0
b663ea58e36269.jpg,blue_whale,78ecf89923a0,30cf8195a452a2.jpg,0
01d81418e2c6d7.jpg,blue_whale,cc4097eb7178,c19f44a3a3ffd7.jpg,1
9caf5ad5ebc182.jpg,blue_whale,cc4097eb7178,01d81418e2c6d7.jpg,1
c19f44a3a3ffd7.jpg,blue_whale,cc4097eb7178,9caf5ad5ebc182.jpg,1
01d81418e2c6d7.jpg,blue_whale,cc4097eb7178,e310505a99bb2b.jpg,0
9caf5ad5ebc182.jpg,blue_whale,cc4097eb7178,04420664f04f0f.jpg,0
c19f44a3a3ffd7.jpg,blue_whale,cc4097eb7178,7821ced6eaab50.jpg,0
028219aa24b377.jpg,humpback_whale,26ac49f28124,da2d6866ae9d56.jpg,1
1035893de40563.jpg,humpback_whale,26ac49f28124,a6a8c0511feb80.jpg,1
12cf4b89549b87.jpg,humpback_whale,26ac49f28124,4740500910d36c.jpg,1
220f6d230a9ef1.jpg,humpback_whale,26ac49f28124,f9350a312545ed.jpg,1
2b557c0505a4e3.jpg,humpback_whale,26ac49f28124,928f8279e70a61.jpg,1
3e8e122437c634.jpg,humpback_whale,26ac49f28124,3e8e122437c634.jpg,1
4740500910d36c.jpg,humpback_whale,26ac49f28124,b42509e863345a.jpg,1
5d3faddf15bae9.jpg,humpback_whale,26ac49f28124,5d3faddf15bae9.jpg,1
64222914c7f783.jpg,humpback_whale,26ac49f28124,c4397519cb2b3c.jpg,1
928f8279e70a61.jpg,humpback_whale,26ac49f28124,64222914c7f783.jpg,1
a6a8c0511feb80.jpg,humpback_whale,26ac49f28124,028219aa24b377.jpg,1
b42509e863345a.jpg,humpback_whale,26ac49f28124,bf72679949d48c.jpg,1
bf72679949d48c.jpg,humpback_whale,26ac49f28124,1035893de40563.jpg,1
c4397519cb2b3c.jpg,humpback_whale,26ac49f28124,2b557c0505a4e3.jpg,1
ce5f21bdd2df92.jpg,humpback_whale,26ac49f28124,12cf4b89549b87.jpg,1
da2d6866ae9d56.jpg,humpback_whale,26ac49f28124,220f6d230a9ef1.jpg,1
f9350a312545ed.jpg,humpback_whale,26ac49f28124,ce5f21bdd2df92.jpg,1
028219aa24b377.jpg,humpback_whale,26ac49f28124,0e2fa60207bdaf.jpg,0
1035893de40563.jpg,humpback_whale,26ac49f28124,b3718219fd1b23.jpg,0
12cf4b89549b87.jpg,humpback_whale,26ac49f28124,e36d9aa9d90e57.jpg,0
220f6d230a9ef1.jpg,humpback_whale,26ac49f28124,162b348e16e3eb.jpg,0
2b557c0505a4e3.jpg,humpback_whale,26ac49f28124,8c96e30e6d5d7c.jpg,0
3e8e122437c634.jpg,humpback_whale,26ac49f28124,143389c335920d.jpg,0
4740500910d36c.jpg,humpback_whale,26ac49f28124,a14982e84b5b26.jpg,0
5d3faddf15bae9.jpg,humpback_whale,26ac49f28124,158107037171af.jpg,0
64222914c7f783.jpg,humpback_whale,26ac49f28124,fe91d36aac46ee.jpg,0
928f8279e70a61.jpg,humpback_whale,26ac49f28124,122875102048a9.jpg,0
a6a8c0511feb80.jpg,humpback_whale,26ac49f28124,6c1f9ad2bc146e.jpg,0
b42509e863345a.jpg,humpback_whale,26ac49f28124,2a85761c1ab11b.jpg,0
bf72679949d48c.jpg,humpback_whale,26ac49f28124,7b769ddab4f68f.jpg,0
c4397519cb2b3c.jpg,humpback_whale,26ac49f28124,6f7a30b7463def.jpg,0
ce5f21bdd2df92.jpg,humpback_whale,26ac49f28124,2367832bee5c3b.jpg,0
da2d6866ae9d56.jpg,humpback_whale,26ac49f28124,0c2ab460d277f1.jpg,0
f9350a312545ed.jpg,humpback_whale,26ac49f28124,269db0b2096c66.jpg,0
e6e021ee97abf2.jpg,dusky_dolphin,f160e0be8677,e6e021ee97abf2.jpg,1
e6e021ee97abf2.jpg,dusky_dolphin,f160e0be8677,37b1571a006e4a.jpg,0
1cb56daa342c35.jpg,rough_toothed_dolphin,6de54e0d4814,1cb56daa342c35.jpg,1
1cb56daa342c35.jpg,rough_toothed_dolphin,6de54e0d4814,021541b01f2d99.jpg,0
e367049237da5b.jpg,humpback_whale,53616230cbdf,e367049237da5b.jpg,1
e367049237da5b.jpg,humpback_whale,53616230cbdf,d97b6e4e3c924b.jpg,0
47886c3220b07b.jpg,humpback_whale,26adf99b476e,47886c3220b07b.jpg,1
47886c3220b07b.jpg,humpback_whale,26adf99b476e,74811f9218ee65.jpg,0
000c3d63069748.jpg,beluga,df94b15285b9,1140d871589f35.jpg,1
02dcd9b7b5801e.jpg,beluga,df94b15285b9,bf629c70895832.jpg,1
051247fedfc71a.jpg,beluga,df94b15285b9,81061d53d326a1.jpg,1
1140d871589f35.jpg,beluga,df94b15285b9,ae9bc0aa334c40.jpg,1
11821d401ae3c5.jpg,beluga,df94b15285b9,7b8d025b40e059.jpg,1
274d73c3aad322.jpg,beluga,df94b15285b9,69255c0d19ba2c.jpg,1
2a82307cfef3fa.jpg,beluga,df94b15285b9,bd326bce9a61c5.jpg,1
2d51b99e87414f.jpg,beluga,df94b15285b9,02dcd9b7b5801e.jpg,1
319b9a2cda2bca.jpg,beluga,df94b15285b9,274d73c3aad322.jpg,1
32114ec683f61e.jpg,beluga,df94b15285b9,cfdc48bdbf163d.jpg,1
38f894f87f6abe.jpg,beluga,df94b15285b9,e888b5baff6bbe.jpg,1
45a05b5608474e.jpg,beluga,df94b15285b9,a19229e5f465ad.jpg,1
47fb8ad7c76767.jpg,beluga,df94b15285b9,5fd868ee836768.jpg,1
5997c1e5461200.jpg,beluga,df94b15285b9,2a82307cfef3fa.jpg,1
5cc355c1f0bf6a.jpg,beluga,df94b15285b9,5997c1e5461200.jpg,1
5fd868ee836768.jpg,beluga,df94b15285b9,051247fedfc71a.jpg,1
68f8c398f96387.jpg,beluga,df94b15285b9,11821d401ae3c5.jpg,1
69255c0d19ba2c.jpg,beluga,df94b15285b9,d5e02a355637a0.jpg,1
75d37301a2b3ad.jpg,beluga,df94b15285b9,cde46e340ad28c.jpg,1
7b8d025b40e059.jpg,beluga,df94b15285b9,5cc355c1f0bf6a.jpg,1
81061d53d326a1.jpg,beluga,df94b15285b9,d733fe5c22535b.jpg,1
a19229e5f465ad.jpg,beluga,df94b15285b9,38f894f87f6abe.jpg,1
a39abf13d9571a.jpg,beluga,df94b15285b9,319b9a2cda2bca.jpg,1
ae9bc0aa334c40.jpg,beluga,df94b15285b9,d31d6a10972ce7.jpg,1
af4294c91ecd7a.jpg,beluga,df94b15285b9,45a05b5608474e.jpg,1
bd326bce9a61c5.jpg,beluga,df94b15285b9,e304a91e749c4d.jpg,1
bf629c70895832.jpg,beluga,df94b15285b9,e3d2267643c4b3.jpg,1
ca30c6ba97447d.jpg,beluga,df94b15285b9,af4294c91ecd7a.jpg,1
cde46e340ad28c.jpg,beluga,df94b15285b9,68f8c398f96387.jpg,1
cfdc48bdbf163d.jpg,beluga,df94b15285b9,ea80705311ae6f.jpg,1
d31d6a10972ce7.jpg,beluga,df94b15285b9,fa7bd4d7d6b625.jpg,1
d509a2e44f1672.jpg,beluga,df94b15285b9,47fb8ad7c76767.jpg,1
d5e02a355637a0.jpg,beluga,df94b15285b9,a39abf13d9571a.jpg,1
d733fe5c22535b.jpg,beluga,df94b15285b9,d509a2e44f1672.jpg,1
e304a91e749c4d.jpg,beluga,df94b15285b9,32114ec683f61e.jpg,1
e3d2267643c4b3.jpg,beluga,df94b15285b9,ca30c6ba97447d.jpg,1
e888b5baff6bbe.jpg,beluga,df94b15285b9,2d51b99e87414f.jpg,1
ea80705311ae6f.jpg,beluga,df94b15285b9,75d37301a2b3ad.jpg,1
fa7bd4d7d6b625.jpg,beluga,df94b15285b9,000c3d63069748.jpg,1
000c3d63069748.jpg,beluga,df94b15285b9,0299687f639b92.jpg,0
02dcd9b7b5801e.jpg,beluga,df94b15285b9,bf1d92f87dcb9e.jpg,0
051247fedfc71a.jpg,beluga,df94b15285b9,4d63a73b0555bf.jpg,0
1140d871589f35.jpg,beluga,df94b15285b9,2efb81abd93d15.jpg,0
11821d401ae3c5.jpg,beluga,df94b15285b9,6dd952c278d60a.jpg,0
274d73c3aad322.jpg,beluga,df94b15285b9,eb686024496984.jpg,0
2a82307cfef3fa.jpg,beluga,df94b15285b9,da6a29a80a8626.jpg,0
2d51b99e87414f.jpg,beluga,df94b15285b9,fe3f6029e45131.jpg,0
319b9a2cda2bca.jpg,beluga,df94b15285b9,468e0a6d8aa6d0.jpg,0
32114ec683f61e.jpg,beluga,df94b15285b9,4a35473f349224.jpg,0
38f894f87f6abe.jpg,beluga,df94b15285b9,0e04cfd45bb734.jpg,0
45a05b5608474e.jpg,beluga,df94b15285b9,4ea045e8669231.jpg,0
47fb8ad7c76767.jpg,beluga,df94b15285b9,1e352b9e3df3b3.jpg,0
5997c1e5461200.jpg,beluga,df94b15285b9,ce1e2fca44d96c.jpg,0
5cc355c1f0bf6a.jpg,beluga,df94b15285b9,c7c43a11838a4a.jpg,0
5fd868ee836768.jpg,beluga,df94b15285b9,86eae6aaa9e067.jpg,0
68f8c398f96387.jpg,beluga,df94b15285b9,0b5d13da38ee7a.jpg,0
69255c0d19ba2c.jpg,beluga,df94b15285b9,32c18e61af9523.jpg,0
75d37301a2b3ad.jpg,beluga,df94b15285b9,9acace09e0f42f.jpg,0
7b8d025b40e059.jpg,beluga,df94b15285b9,d05369ecd5beb6.jpg,0
81061d53d326a1.jpg,beluga,df94b15285b9,fb75497a53689c.jpg,0
a19229e5f465ad.jpg,beluga,df94b15285b9,2a540f210686e4.jpg,0
a39abf13d9571a.jpg,beluga,df94b15285b9,318b8e8afe455a.jpg,0
ae9bc0aa334c40.jpg,beluga,df94b15285b9,2ebc01ce83a355.jpg,0
af4294c91ecd7a.jpg,beluga,df94b15285b9,e11a4e4baec512.jpg,0
bd326bce9a61c5.jpg,beluga,df94b15285b9,7b4c85ef2fa51a.jpg,0
bf629c70895832.jpg,beluga,df94b15285b9,d2484507583c57.jpg,0
ca30c6ba97447d.jpg,beluga,df94b15285b9,0613d8ae1536d2.jpg,0
cde46e340ad28c.jpg,beluga,df94b15285b9,6058e567d0944c.jpg,0
cfdc48bdbf163d.jpg,beluga,df94b15285b9,a68b7a4e72bbf4.jpg,0
d31d6a10972ce7.jpg,beluga,df94b15285b9,71199038158d5f.jpg,0
d509a2e44f1672.jpg,beluga,df94b15285b9,623e1c8c794801.jpg,0
d5e02a355637a0.jpg,beluga,df94b15285b9,96dd3652eeef40.jpg,0
d733fe5c22535b.jpg,beluga,df94b15285b9,4ad11332de5bee.jpg,0
e304a91e749c4d.jpg,beluga,df94b15285b9,b3640fcff6463f.jpg,0
e3d2267643c4b3.jpg,beluga,df94b15285b9,93c5832c45ba60.jpg,0
e888b5baff6bbe.jpg,beluga,df94b15285b9,9130aaa4a57518.jpg,0
ea80705311ae6f.jpg,beluga,df94b15285b9,c2aadb30fcba34.jpg,0
fa7bd4d7d6b625.jpg,beluga,df94b15285b9,92daa1ebd72a66.jpg,0
30c51ca696bd49.jpg,humpback_whale,1fa4e517635e,30c51ca696bd49.jpg,1
c6c5cfb9dba60b.jpg,humpback_whale,1fa4e517635e,c6c5cfb9dba60b.jpg,1
30c51ca696bd49.jpg,humpback_whale,1fa4e517635e,16931ffcfc54b6.jpg,0
c6c5cfb9dba60b.jpg,humpback_whale,1fa4e517635e,725a7720be4fda.jpg,0
89c8a95c0f34bf.jpg,humpback_whale,53effb221168,89c8a95c0f34bf.jpg,1
89c8a95c0f34bf.jpg,humpback_whale,53effb221168,2e35d252c0173d.jpg,0
597b9c2dc88ecb.jpg,dusky_dolphin,2a5bd842e62b,597b9c2dc88ecb.jpg,1
597b9c2dc88ecb.jpg,dusky_dolphin,2a5bd842e62b,f782f8486de778.jpg,0
17b7bdcacb05c2.jpg,blue_whale,a2b590f878a1,424c4c755ad782.jpg,1
3b3efbeca87212.jpg,blue_whale,a2b590f878a1,bc949181e48811.jpg,1
424c4c755ad782.jpg,blue_whale,a2b590f878a1,17b7bdcacb05c2.jpg,1
bc949181e48811.jpg,blue_whale,a2b590f878a1,3b3efbeca87212.jpg,1
17b7bdcacb05c2.jpg,blue_whale,a2b590f878a1,13941e242e4df8.jpg,0
3b3efbeca87212.jpg,blue_whale,a2b590f878a1,2f51bc5bfc95aa.jpg,0
424c4c755ad782.jpg,blue_whale,a2b590f878a1,d675057834b2a1.jpg,0
bc949181e48811.jpg,blue_whale,a2b590f878a1,faecb5ece63ab5.jpg,0
13372ed33fbd56.jpg,spinner_dolphin,0bbedc4f1380,13372ed33fbd56.jpg,1
13372ed33fbd56.jpg,spinner_dolphin,0bbedc4f1380,90759624d7931d.jpg,0
0928569b673f07.jpg,blue_whale,9e0d6ac31b39,7f753963308770.jpg,1
7f753963308770.jpg,blue_whale,9e0d6ac31b39,a7b29eb320135b.jpg,1
8813bdd78a4e78.jpg,blue_whale,9e0d6ac31b39,8813bdd78a4e78.jpg,1
a7b29eb320135b.jpg,blue_whale,9e0d6ac31b39,0928569b673f07.jpg,1
0928569b673f07.jpg,blue_whale,9e0d6ac31b39,82e56b42d61937.jpg,0
7f753963308770.jpg,blue_whale,9e0d6ac31b39,b3ae102ab4e0c6.jpg,0
8813bdd78a4e78.jpg,blue_whale,9e0d6ac31b39,98bb3ab5c6259f.jpg,0
a7b29eb320135b.jpg,blue_whale,9e0d6ac31b39,00d57842379951.jpg,0
1a3133de50b69a.jpg,dusky_dolphin,f6d3d08378c2,1a3133de50b69a.jpg,1
1a3133de50b69a.jpg,dusky_dolphin,f6d3d08378c2,57b925de1ee20e.jpg,0
e8df9314ec736a.jpg,dusky_dolphin,d6796ee83c30,e8df9314ec736a.jpg,1
e8df9314ec736a.jpg,dusky_dolphin,d6796ee83c30,c484f67361c2d1.jpg,0
163f626aa36ad7.jpg,minke_whale,3ca0fa078813,4003c6027bc5cf.jpg,1
17fce689b0ef93.jpg,minke_whale,3ca0fa078813,67850387800a56.jpg,1
1f8d7905dd1564.jpg,minke_whale,3ca0fa078813,25c09eee46f53b.jpg,1
25c09eee46f53b.jpg,minke_whale,3ca0fa078813,17fce689b0ef93.jpg,1
38e6f04ea394f3.jpg,minke_whale,3ca0fa078813,1f8d7905dd1564.jpg,1
4003c6027bc5cf.jpg,minke_whale,3ca0fa078813,8d1fd9bbe8e234.jpg,1
6572b54bfaaa6a.jpg,minke_whale,3ca0fa078813,d219929e524b9c.jpg,1
67850387800a56.jpg,minke_whale,3ca0fa078813,e99f4eb37d783f.jpg,1
8d1fd9bbe8e234.jpg,minke_whale,3ca0fa078813,163f626aa36ad7.jpg,1
8e96dae6a8e285.jpg,minke_whale,3ca0fa078813,8e96dae6a8e285.jpg,1
ab40841c7b0104.jpg,minke_whale,3ca0fa078813,38e6f04ea394f3.jpg,1
d219929e524b9c.jpg,minke_whale,3ca0fa078813,6572b54bfaaa6a.jpg,1
e99f4eb37d783f.jpg,minke_whale,3ca0fa078813,ab40841c7b0104.jpg,1
f35b480b239026.jpg,minke_whale,3ca0fa078813,f35b480b239026.jpg,1
f49f343eab1716.jpg,minke_whale,3ca0fa078813,f49f343eab1716.jpg,1
163f626aa36ad7.jpg,minke_whale,3ca0fa078813,af2aee86eb87db.jpg,0
17fce689b0ef93.jpg,minke_whale,3ca0fa078813,f38df181c91d8d.jpg,0
1f8d7905dd1564.jpg,minke_whale,3ca0fa078813,0469c65f9b28e9.jpg,0
25c09eee46f53b.jpg,minke_whale,3ca0fa078813,41e4337c57cced.jpg,0
38e6f04ea394f3.jpg,minke_whale,3ca0fa078813,8972feca8f0953.jpg,0
4003c6027bc5cf.jpg,minke_whale,3ca0fa078813,c37737b602ba87.jpg,0
6572b54bfaaa6a.jpg,minke_whale,3ca0fa078813,d06eb2012fbb4c.jpg,0
67850387800a56.jpg,minke_whale,3ca0fa078813,dfc1b238e04244.jpg,0
8d1fd9bbe8e234.jpg,minke_whale,3ca0fa078813,77f4814f73c962.jpg,0
8e96dae6a8e285.jpg,minke_whale,3ca0fa078813,1f428c3845ae55.jpg,0
ab40841c7b0104.jpg,minke_whale,3ca0fa078813,09e3ca82358644.jpg,0
d219929e524b9c.jpg,minke_whale,3ca0fa078813,c5995e0e449afe.jpg,0
e99f4eb37d783f.jpg,minke_whale,3ca0fa078813,19e97e679d1a88.jpg,0
f35b480b239026.jpg,minke_whale,3ca0fa078813,ddfd4d1aa28247.jpg,0
f49f343eab1716.jpg,minke_whale,3ca0fa078813,7e151345adc4b7.jpg,0
194f0dbf843887.jpg,beluga,bb029d11f8f1,194f0dbf843887.jpg,1
194f0dbf843887.jpg,beluga,bb029d11f8f1,d58d3318ca09c2.jpg,0
515ba512f29702.jpg,rough_toothed_dolphin,2096247fc87a,515ba512f29702.jpg,1
515ba512f29702.jpg,rough_toothed_dolphin,2096247fc87a,351e4743542507.jpg,0
190e0b231c590c.jpg,melon_headed_whale,79f9638cd796,6583c1f18288d8.jpg,1
6583c1f18288d8.jpg,melon_headed_whale,79f9638cd796,190e0b231c590c.jpg,1
190e0b231c590c.jpg,melon_headed_whale,79f9638cd796,8b9eaba7d68e50.jpg,0
6583c1f18288d8.jpg,melon_headed_whale,79f9638cd796,026f21191f4918.jpg,0
1aef8d4b5aff30.jpg,beluga,12c58365fb29,93041f19d78eb0.jpg,1
93041f19d78eb0.jpg,beluga,12c58365fb29,1aef8d4b5aff30.jpg,1
c1d37b955bf090.jpg,beluga,12c58365fb29,f1107987af475b.jpg,1
f1107987af475b.jpg,beluga,12c58365fb29,c1d37b955bf090.jpg,1
1aef8d4b5aff30.jpg,beluga,12c58365fb29,a4ee0e713af92a.jpg,0
93041f19d78eb0.jpg,beluga,12c58365fb29,d615e0d230609b.jpg,0
c1d37b955bf090.jpg,beluga,12c58365fb29,f72820ffeaf485.jpg,0
f1107987af475b.jpg,beluga,12c58365fb29,354958a11daced.jpg,0
ced102c7cf07f5.jpg,dusky_dolphin,83c166745616,ced102c7cf07f5.jpg,1
ced102c7cf07f5.jpg,dusky_dolphin,83c166745616,327a7a82029826.jpg,0
2a0587e940b8b5.jpg,dusky_dolphin,472fea494c28,2a0587e940b8b5.jpg,1
2a0587e940b8b5.jpg,dusky_dolphin,472fea494c28,dafa01e16e6b19.jpg,0
30eced95934405.jpg,spinner_dolphin,b325c893364b,a612062c246c6b.jpg,1
a612062c246c6b.jpg,spinner_dolphin,b325c893364b,30eced95934405.jpg,1
30eced95934405.jpg,spinner_dolphin,b325c893364b,7a2ac4c9fd1012.jpg,0
a612062c246c6b.jpg,spinner_dolphin,b325c893364b,8b6cad77dbf97e.jpg,0
f6de544436027b.jpg,killer_whale,0d56a0ae4c77,f6de544436027b.jpg,1
f6de544436027b.jpg,killer_whale,0d56a0ae4c77,2d8e50330c17c8.jpg,0
109dd85b256049.jpg,blue_whale,603d2f75f0c7,109dd85b256049.jpg,1
946e457b2bdb6a.jpg,blue_whale,603d2f75f0c7,946e457b2bdb6a.jpg,1
109dd85b256049.jpg,blue_whale,603d2f75f0c7,5b28012550b638.jpg,0
946e457b2bdb6a.jpg,blue_whale,603d2f75f0c7,872194abd0a6d4.jpg,0
7045ce48cbc458.jpg,spinner_dolphin,8522f17c5019,7045ce48cbc458.jpg,1
7045ce48cbc458.jpg,spinner_dolphin,8522f17c5019,6b8e542f3e8d5d.jpg,0
896bee0e19d162.jpg,killer_whale,b9bb823d19a9,896bee0e19d162.jpg,1
896bee0e19d162.jpg,killer_whale,b9bb823d19a9,d3e478471b4e7a.jpg,0
d69391f911c542.jpg,humpback_whale,f650d503c2a5,d69391f911c542.jpg,1
d69391f911c542.jpg,humpback_whale,f650d503c2a5,5f0dc5588b8617.jpg,0
6c34dc7c668a27.jpg,fin_whale,efef2d80f74f,6c34dc7c668a27.jpg,1
6c34dc7c668a27.jpg,fin_whale,efef2d80f74f,9a509af1267c52.jpg,0
87a20b0f881f1d.jpg,southern_right_whale,e07f729ae499,a3b3ab22193a4c.jpg,1
a3b3ab22193a4c.jpg,southern_right_whale,e07f729ae499,87a20b0f881f1d.jpg,1
87a20b0f881f1d.jpg,southern_right_whale,e07f729ae499,a9c8bf707fde1e.jpg,0
a3b3ab22193a4c.jpg,southern_right_whale,e07f729ae499,dd44991255f738.jpg,0
1082ec1f2122fd.jpg,blue_whale,cea89dbd839c,1082ec1f2122fd.jpg,1
1082ec1f2122fd.jpg,blue_whale,cea89dbd839c,e79a53812f98a3.jpg,0
49c8a9ce8e363a.jpg,blue_whale,24d17abbcb37,cccfcaacd06c76.jpg,1
a73cd5370ac539.jpg,blue_whale,24d17abbcb37,a73cd5370ac539.jpg,1
cccfcaacd06c76.jpg,blue_whale,24d17abbcb37,49c8a9ce8e363a.jpg,1
49c8a9ce8e363a.jpg,blue_whale,24d17abbcb37,de4b03f984c99b.jpg,0
a73cd5370ac539.jpg,blue_whale,24d17abbcb37,5c547484a43f32.jpg,0
cccfcaacd06c76.jpg,blue_whale,24d17abbcb37,9eeaee17295f89.jpg,0
b0b5c2ee633400.jpg,humpback_whale,f43d6fb58b91,b0b5c2ee633400.jpg,1
b0b5c2ee633400.jpg,humpback_whale,f43d6fb58b91,5f686a7e165c99.jpg,0
92eeb79621f243.jpg,melon_headed_whale,a3a7dee3bc52,92eeb79621f243.jpg,1
92eeb79621f243.jpg,melon_headed_whale,a3a7dee3bc52,f449457effa824.jpg,0
94368ed2ffb7b5.jpg,blue_whale,4e9ab07f6fbc,e286784ab35c52.jpg,1
e286784ab35c52.jpg,blue_whale,4e9ab07f6fbc,94368ed2ffb7b5.jpg,1
94368ed2ffb7b5.jpg,blue_whale,4e9ab07f6fbc,7eb0f534cbd86b.jpg,0
